path,sha256,bytes,lines,category,upstream_path,upstream_similarity,provisional_provenance,evidence,migration_disposition,disposition_reason,human_review_required,human_review_status,human_review_note
examples/notebooks_mps/MNIST/scripts/MNIST_KNN_sklearn_Air_M2.ipynb,0df66adc421430a9b5c96e4055b78f3f5233ec677b40b04f06ebd08477b82b78,22816,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/MNIST_KNN_sklearn_Studio_Ultra_M1.ipynb,3b567c7b6e0d3d1b4b002e91abd37b13ed8bc62ba16ff6e3f823cf3a82e63edb,22814,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/MNIST_KNN_sklearn_patched.ipynb,842f4284d3378a6f4994cc312c88522e52f14295c633bed7ad4ae1e7aa64a1da,22955,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/MNIST_KNN_sklearn_patched_Air_M2.ipynb,75fac5220e9684966e74b2e4c16271f81fed9d054ce257eb2ae6d5815788b37c,28002,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/MNIST_KNN_sklearn_patched_Studio_Ultra_M1.ipynb,a45c559c1c7b453387de88d989db804eb01bb3c16e390cfcca789e682e1bf492,23301,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/MNIST_Logistic_Regression_1.ipynb,04243ca067d54060015e89a05de24260f8200de8e1d57da46368559371731cbb,19305,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/MNIST_Logistic_Regression_Air_M2.ipynb,c4e9e3ff4a8026e180032e83e8d0d00821007248990735e7a4969545735b502c,19567,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/MNIST_Logistic_Regression_Studio_Ultra_M1.ipynb,457e3fbc3c4b0d15cd2bcae48b1225f0c4705b786060ffd43dea8775a0710e19,19544,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/MNIST_Logistic_Regression_patched.ipynb,07f21019f25fc85e01885c15c13bfcb3be911bf6aff496a8e2363f7741337a01,19396,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/MNIST_Logistic_Regression_patched_Air_M2.ipynb,4a66208b652bee22c866b1759d283b761d2e031b927ee32502c449267a3a7883,21223,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/MNIST_Logistic_Regression_patched_Studio_Ultra_M1.ipynb,927c7422305faa14368d425ac597bad8ca82adda194ae8cf891b9f1633b7fa5a,19709,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/MNIST_PCA_sklearn_Air_M2.ipynb,265629e2225363af9add6168c2d1c6ef2680c39bb85a57acfb39b056c9e5acac,24605,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/MNIST_PCA_sklearn_patched_Air_M2.ipynb,0287fb4c452a88158f10fb9182b633d0745689a8ce01fc474ae39088a926228e,24696,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/MNIST_SVC_sklearn.ipynb,0dfa20d296136b023b5d3eabb7db9d23db5079db6d548b9d112dce5fa5bfc1d1,19646,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/MNIST_SVC_sklearn_Air_M2.ipynb,b41418855b5a8de987450a5ed48c0a3f9b9dee4dda1852da149feda7dff401f8,19917,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/MNIST_SVC_sklearn_Studio_Ultra_M1.ipynb,2c9d4b679d833e8512a896d8397800248436f46d13c316b53277628726bb3416,19885,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/MNIST_SVC_sklearn_patched.ipynb,32bedd6e232110b283b527db245e6d579d31226077044d0ba8c8f06bd3ad0e4b,17991,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/MNIST_SVC_sklearn_patched_Air_M2.ipynb,0eaf1fb85824aa0e9b78a95f908717be3314cd8ebdfe214d36fd7f4fa06f9a57,19778,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/MNIST_SVC_sklearn_patched_Studio_Ultra_M1.ipynb,2abf6a0995d80d7f570f38115e27800fd0a8b16b0f1a214e9990d6ac975f0f57,18226,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/README.md,5098b6e4ed49a99efec6357555cae9631366ad6a08ac3d753236856c83fc005a,1273,50,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/sklearnex_examples/basic_statistics_spmd.py,8ca47b089c91a25e396be8d8de1b1bb4e814381d3d9cb92bca29be5a91e5f358,2057,65,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/covariance_spmd.py,f65960d6e2d983085f5e5e8886be1663f1731b01451b4a8f5e01a3a050a27249,1299,43,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/dbscan_array_api.py,c1e76696934ee03420b1e32822ad1baa834eef8d74f2ee4c8bfc80057462536e,1382,37,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/dbscan_spmd.py,6ef01163f04e2db939e8f5d5bda87c8591e3d6e7184876100452109124e52396,1767,63,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/incremental_basic_statistics.py,2ce5eb0ae7b90925847ab03d4291e2954c02637230e3584c1e7288c7649b96cc,1641,46,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/incremental_basic_statistics_dpnp.py,b19e512f5ffa7fea0124dea6a9bff1d30f496363482160dbb08d1235607933e9,1885,52,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/incremental_covariance.py,93b130401211a3c93f6f8690ba7d299c254eb709a2910ab47288442ffab5dad8,1525,43,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/incremental_covariance_spmd.py,8a9564a0ac430dddd7dba52ac9d9664738ee85d95d3f2b2e3c114bcd32bf8cf9,1953,59,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/incremental_linear_regression.py,862cf9aec7695f438f215d16ede515abee8dcab871eec9573ec618a514d8df50,1662,46,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/incremental_linear_regression_dpnp.py,a6d280ec5779598b191059784a60bbcb1afee11077f5c9c49673e6196d15483e,2006,56,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/incremental_pca.py,5f1b0314a673c4fd0e511dbd548808d505331b0acfbaeaf902a688d21e6ab25e,1819,50,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/incremental_pca_dpnp.py,44e3b34aa3933c60a1344d1a4d7e34398f923b72bcc49494a790eee3ba614bab,2647,71,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/kmeans_spmd.py,5df67c5627e3d772c55144eae97054e2b296f1af7d8fef7b9cda14742f0b284d,1988,68,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/knn_bf_classification_spmd.py,2e756b21ebd034ad63143dad55412bda17a189ae54290c5172e76a70131e8754,2449,79,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/knn_bf_regression_spmd.py,97c435875cf6605f91b338c5afd43662a73e6d55c6e47e5fd0535e6ad2f5e1be,2649,86,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/linear_regression_spmd.py,656fcc68ac75ac594110769ca029486aae5cb7f50e2a789569d16161691354e4,2115,77,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/logistic_regression_spmd.py,e67edf3ce25220d6c865ecdbb76a8c971d4c2cd64a7c06edca78a490670ca5ae,2906,91,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/n_jobs.py,b96dbc6286b87ba7b5d14b79382748de99386506f3c2708085c8439c09d85803,2410,65,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/patch_sklearn.py,de6dcb6b0d5a0599e4a935b69031802a5f2a53759ecc8966fa45fd2de2e0c513,2091,61,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/pca_spmd.py,f5f35ca4f0c38e22c60ed4e580d190336de685efae7cfcea9faf1c61f61d27d2,1362,44,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/random_forest_classifier_spmd.py,6e8068311bd896ad7a66d20b7a9d51c07b874d7dce52190718d91f79767e67ac,2131,66,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/random_forest_regressor_spmd.py,09931ed48695ad87c4c814830cf3c02f4bf80114f491a0d61237665707205856,2276,72,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/sklearnex_examples/verbose_mode.py,d59ac77c5e38dedaf007f43a7abde876565e0504ec1e14ee981715c28dc5d35c,2013,54,docs-examples,,,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
examples/utils/readcsv.py,96dc37735e174dd00bb7e0820a4e9da7af44ea6fc43bf065dfb1cb45211af409,4206,137,docs-examples,examples/utils/readcsv.py,1.000000,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
justfile,1daab8c0b046fb7873a9900d843cf67e141956c86f5d339e2f1c28b548e2ce36,350,35,build,,,project-authored-or-administrative,No automated upstream derivation signal.,review,No migration decision has been made for this file.,true,pending,
legacy/README.md,2fe2bf3dc5463313a66def2b5581d0082d0ee875b26d9d75f2e595a836afd0ab,454,12,legacy,,,derived,Contains upstream marker(s): daal4py.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/about_daal4py.rst,15bb5d6f6a4cabbc425bae12525bfca7b43070cd68381fef32f22d41ab28ded4,6889,170,legacy,,,derived,Contains upstream marker(s): daal4py.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/algorithms.rst,84c3b4e188938c6aeccc59da8d65f094994a9c684e52412349f84ff7d16107ba,22920,737,legacy,,,derived,Contains upstream marker(s): Intel Corporation.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/array_api.rst,b26517994bec6eea993a8d999cb70ebacb9a6c49af33bbab7188535526c4f3d3,10254,211,legacy,,,derived,Contains upstream marker(s): Intel Corporation.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/blogs.rst,b90c7997cc9ca8db3a22e18f8ca66ca14860141f3c773bde6565bcbb3f59b2f2,2720,34,legacy,,,derived,Contains upstream marker(s): Intel Corporation.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/building-from-source.rst,67b56d85c551c3f6e4646e2931f282a78b3eca5ffea205024c1d1d3a6ff984a5,21724,361,legacy,,,derived,Contains upstream marker(s): daal4py.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/code-of-conduct.rst,c92dd056787eb32f1d499d6fd8cca8f13507dd46f233b1ef9cab2ecc6e1612a7,4133,101,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/contributor-reference.rst,926e2e3f0e0ad3122a13e808ea9f61069456c0d69f2cda66e60f318c79902c72,17126,282,legacy,,,derived,Contains upstream marker(s): daal4py.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/d4p-kmeans-scale.jpg,3d858fe0e6d7150670536e0597eb9eb8a1a9710cc1757f5ae32019ab6a85fba3,84487,,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
